city,area,rooms,bathroom,parking spaces,floor,animal,furniture,hoa (R$),rent amount (R$),property tax (R$),fire insurance (R$),total (R$)
Curitiba,48.9,2,1,1,29,not acept,not furnished,117.25,1198.71,17.97,13.31,1347.24
Curitiba,95.0,3,2,1,24,not acept,not furnished,428.73,3307.3,123.25,30.08,3889.36
Porto Alegre,67.9,2,3,3,24,acept,not furnished,206.12,1265.24,24.17,16.5,1512.03
Fortaleza,18.0,2,1,2,9,not acept,not furnished,162.23,1074.71,29.28,5.47,1271.69
Rio de Janeiro,89.0,4,3,2,22,not acept,furnished,405.37,4488.0,75.1,36.67,5005.14
Rio de Janeiro,126.2,4,3,2,18,acept,furnished,651.35,5717.02,198.02,75.59,6641.98
Sao Paulo,167.6,3,2,2,10,not acept,furnished,703.6,5422.38,189.64,53.21,6368.83
Belo Horizonte,18.0,3,2,2,7,acept,not furnished,121.33,1012.03,44.79,13.88,1192.03
Sao Paulo,135.4,3,4,1,23,not acept,not furnished,489.62,3663.79,181.04,46.21,4380.66
Rio de Janeiro,51.3,3,2,1,17,not acept,not furnished,293.52,2212.43,101.89,25.66,2633.5
Belo Horizonte,60.8,2,1,2,0,not acept,not furnished,455.34,2530.33,108.58,15.52,3109.77
Sao Paulo,85.4,1,2,2,0,not acept,not furnished,733.9,4074.55,184.72,20.92,5014.09
Belo Horizonte,90.0,2,2,1,25,not acept,not furnished,789.09,4092.9,49.74,38.95,4970.68
Sao Paulo,91.4,2,1,1,0,not acept,not furnished,460.06,3220.85,130.33,18.84,3830.08
Sao Paulo,180.4,2,2,2,14,acept,not furnished,819.68,7242.84,179.51,85.22,8327.25
Salvador,109.1,2,2,1,17,acept,not furnished,536.04,3287.78,57.65,39.2,3920.67
Rio de Janeiro,89.6,3,4,0,28,not acept,not furnished,656.87,3825.64,104.42,50.13,4637.06
Sao Paulo,123.5,2,2,1,14,not acept,not furnished,588.34,4828.05,70.55,30.25,5517.19
Belo Horizonte,73.2,3,3,1,4,not acept,furnished,692.67,3870.85,80.23,19.62,4663.37
Porto Alegre,43.3,3,3,3,6,not acept,not furnished,310.87,1903.82,50.47,11.31,2276.47
Sao Paulo,72.6,4,5,2,0,acept,furnished,466.8,2376.42,79.6,21.85,2944.67
Curitiba,105.2,1,1,1,5,not acept,not furnished,344.33,2835.46,134.32,16.03,3330.14
Sao Paulo,38.3,3,4,2,24,not acept,not furnished,113.7,596.22,7.72,5.08,722.72
Sao Paulo,228.4,3,4,1,22,acept,furnished,1142.31,9385.08,326.95,92.85,10947.19
Belo Horizonte,103.5,5,6,1,0,not acept,not furnished,700.16,3805.63,49.73,50.01,4605.53
Belo Horizonte,18.6,2,1,2,13,acept,not furnished,103.21,864.83,29.17,4.92,1002.13
Curitiba,78.9,2,2,2,7,acept,not furnished,632.91,3348.2,114.33,49.08,4144.52
Porto Alegre,54.4,2,1,0,19,acept,not furnished,122.2,1489.71,38.12,16.08,1666.11
Recife,60.3,2,2,2,29,not acept,not furnished,218.92,1702.2,20.57,24.06,1965.75
Belo Horizonte,75.7,3,2,2,18,not acept,not furnished,199.05,2314.05,99.14,29.77,2642.01
Rio de Janeiro,77.5,4,5,1,22,acept,not furnished,328.89,2551.55,59.92,12.9,2953.26
Porto Alegre,60.4,2,3,1,10,not acept,not furnished,158.25,1211.73,15.01,16.91,1401.9
Sao Paulo,98.5,2,2,3,0,not acept,furnished,548.01,2900.45,35.15,38.91,3522.52
Rio de Janeiro,85.5,2,3,3,11,acept,furnished,568.14,3228.57,43.59,48.03,3888.33
Sao Paulo,62.8,1,2,1,14,not acept,not furnished,325.77,2909.06,129.84,18.27,3382.94
Sao Paulo,18.0,4,3,0,14,acept,furnished,137.74,764.23,22.13,9.84,933.94
Recife,46.1,4,4,3,5,acept,not furnished,149.29,1466.79,65.88,7.86,1689.82
Salvador,64.2,2,1,0,13,acept,furnished,457.29,2803.75,112.02,36.61,3409.67
Curitiba,18.0,2,1,1,21,not acept,not furnished,160.64,1418.04,14.98,12.6,1606.26
Rio de Janeiro,139.7,4,5,0,8,acept,not furnished,768.46,3920.1,86.99,56.51,4832.06
Sao Paulo,187.9,1,1,1,18,acept,furnished,1270.06,6613.57,204.32,49.14,8137.09
Sao Paulo,175.4,3,3,0,2,acept,furnished,656.09,5645.48,63.19,61.16,6425.92
Sao Paulo,138.6,4,5,1,6,not acept,not furnished,367.33,4397.75,212.55,33.97,5011.6
Belo Horizonte,24.5,3,3,1,27,acept,furnished,311.27,1974.06,91.55,27.71,2404.59
Curitiba,46.0,1,1,0,18,acept,furnished,183.92,1847.98,35.92,22.17,2089.99
Curitiba,106.0,2,2,1,0,not acept,not furnished,222.16,2360.79,58.16,19.98,2661.09
Sao Paulo,136.3,4,4,1,6,acept,furnished,808.03,4278.36,167.16,42.02,5295.57
Recife,33.4,1,1,1,30,not acept,not furnished,204.74,1386.74,14.82,20.68,1626.98
Porto Alegre,18.0,2,3,3,6,acept,furnished,178.92,931.5,17.7,8.37,1136.49
Belo Horizonte,73.7,3,2,2,17,not acept,furnished,314.43,2813.76,85.86,15.25,3229.3
Belo Horizonte,87.9,4,5,2,16,acept,not furnished,353.41,2948.64,72.3,43.3,3417.65
Rio de Janeiro,119.3,3,2,1,11,acept,furnished,639.87,3325.5,47.94,48.92,4062.23
Sao Paulo,127.0,2,3,2,0,not acept,furnished,576.59,4320.12,139.09,49.01,5084.81
Rio de Janeiro,88.4,3,3,2,7,not acept,not furnished,280.79,2598.19,111.44,26.41,3016.83
Porto Alegre,83.9,2,2,3,29,acept,not furnished,362.05,2788.81,53.67,38.24,3242.77
Sao Paulo,18.0,2,1,1,0,not acept,not furnished,48.85,400.0,7.56,5.99,462.4
Sao Paulo,182.4,4,3,2,21,not acept,furnished,1209.52,6930.36,88.91,103.4,8332.19
Sao Paulo,97.1,2,2,0,27,not acept,not furnished,595.23,4602.51,148.07,57.13,5402.94
Sao Paulo,79.7,1,1,3,23,acept,furnished,272.3,3051.27,79.9,23.08,3426.55
Salvador,84.5,2,1,1,8,acept,not furnished,321.8,2107.79,74.36,23.42,2527.37
Curitiba,69.7,3,4,2,15,not acept,furnished,429.66,2302.0,26.22,13.18,2771.06
Rio de Janeiro,72.4,3,4,0,26,not acept,furnished,707.18,3731.01,132.83,46.0,4617.02
Sao Paulo,20.0,3,4,1,30,not acept,furnished,64.98,471.35,22.28,2.99,561.6
Rio de Janeiro,86.5,3,2,0,0,acept,not furnished,282.32,3460.92,148.38,28.76,3920.38
Rio de Janeiro,34.6,3,3,1,1,acept,not furnished,117.29,771.24,18.36,10.92,917.81
Sao Paulo,106.0,3,3,0,29,acept,not furnished,452.15,3321.34,47.9,36.7,3858.09
Rio de Janeiro,128.5,2,2,1,26,not acept,not furnished,1157.14,5996.07,189.11,68.38,7410.7
Rio de Janeiro,57.3,2,2,1,4,not acept,not furnished,400.68,2150.6,45.92,14.03,2611.23
Belo Horizonte,64.7,3,4,2,30,acept,furnished,737.32,3922.7,40.92,48.7,4749.64
Curitiba,123.7,1,2,1,4,acept,furnished,918.68,5281.88,139.16,67.88,6407.6
Sao Paulo,99.7,2,1,1,0,not acept,not furnished,398.9,3627.2,114.61,52.93,4193.64
Rio de Janeiro,93.7,2,2,0,20,acept,not furnished,379.73,2545.61,104.42,28.56,3058.32
Curitiba,42.1,3,2,2,15,not acept,furnished,247.14,1361.4,66.97,18.99,1694.5
Belo Horizonte,34.9,3,3,1,5,acept,not furnished,305.89,1754.24,78.35,22.27,2160.75
Salvador,115.2,3,3,1,28,not acept,not furnished,668.82,3739.48,118.4,33.29,4559.99
Curitiba,106.0,3,2,1,11,not acept,not furnished,400.02,2913.27,123.14,19.58,3456.01
Sao Paulo,70.5,4,5,1,11,not acept,not furnished,138.92,1241.57,53.6,18.02,1452.11
Sao Paulo,18.0,2,1,2,18,not acept,furnished,39.21,,21.79,6.52,515.33
Curitiba,64.2,3,2,3,5,acept,not furnished,208.8,1840.97,36.6,13.85,2100.22
Sao Paulo,116.5,1,1,0,17,not acept,not furnished,345.32,4193.69,84.18,61.95,4685.14
Belo Horizonte,40.1,2,3,0,9,acept,not furnished,248.99,2089.2,39.16,22.34,2399.69
Recife,32.3,4,3,2,20,acept,not furnished,120.85,621.99,28.64,4.91,776.39
Belo Horizonte,109.5,2,3,2,5,acept,not furnished,305.43,2724.34,101.79,37.19,3168.75
Rio de Janeiro,71.4,2,3,1,3,acept,furnished,406.42,2120.74,33.07,25.1,2585.33
Curitiba,81.4,3,4,0,5,acept,furnished,491.88,2500.23,121.15,24.28,3137.54
Rio de Janeiro,139.5,1,2,1,28,not acept,furnished,514.93,5576.38,190.81,54.89,6337.01
Belo Horizonte,70.5,3,3,2,25,not acept,not furnished,318.34,1794.42,18.1,25.97,2156.83
Recife,48.2,2,2,1,25,acept,not furnished,419.85,2165.77,59.48,19.1,2664.2
Rio de Janeiro,28.8,2,2,2,23,not acept,not furnished,127.15,1208.3,49.43,10.54,1395.42
Recife,102.7,3,3,1,18,not acept,not furnished,352.25,2791.1,62.55,24.42,3230.32
Fortaleza,18.0,3,3,1,0,not acept,not furnished,148.3,821.37,30.26,11.84,1011.77
Sao Paulo,151.4,2,1,2,8,not acept,not furnished,590.41,6094.43,235.98,68.27,6989.09
Sao Paulo,122.4,3,4,1,16,not acept,not furnished,694.32,4716.73,203.49,69.06,5683.6
Sao Paulo,176.3,3,3,0,1,not acept,not furnished,731.26,6710.68,222.92,82.8,7747.66
Sao Paulo,171.1,3,4,1,0,acept,furnished,1252.71,7291.24,128.78,96.54,8769.27
Sao Paulo,82.1,2,2,2,0,not acept,not furnished,656.16,4253.95,185.85,43.61,5139.57
Curitiba,18.0,2,2,0,1,not acept,not furnished,61.65,400.0,6.93,4.8,473.38
Sao Paulo,98.8,2,1,3,1,not acept,furnished,967.15,5091.69,144.3,40.22,6243.36
Rio de Janeiro,56.0,2,3,2,4,acept,furnished,271.51,1689.62,22.98,9.76,1993.87
Salvador,60.7,1,1,1,14,acept,not furnished,217.06,2222.14,36.37,14.78,2490.35
Sao Paulo,125.2,2,2,2,7,acept,not furnished,524.99,5204.36,91.98,76.64,5897.97
Salvador,76.8,4,3,2,26,not acept,not furnished,173.16,1533.05,59.45,8.71,1774.37
Sao Paulo,114.6,3,4,1,26,acept,furnished,353.43,4179.95,78.55,38.99,4650.92
Sao Paulo,199.2,2,3,0,28,not acept,not furnished,984.33,7950.7,242.39,117.35,9294.77
Curitiba,121.7,3,3,1,13,not acept,not furnished,389.99,3096.43,114.87,27.86,3629.15
Curitiba,73.6,3,2,1,23,acept,furnished,375.16,2271.79,72.7,30.87,2750.52
Fortaleza,18.0,2,1,1,17,acept,not furnished,108.95,912.59,33.24,6.04,1060.82
Porto Alegre,82.5,3,3,1,2,not acept,furnished,498.34,2726.37,125.36,27.53,3377.6
Salvador,106.8,1,2,1,18,not acept,furnished,370.31,,142.82,25.87,3475.55
Sao Paulo,129.0,3,3,1,25,acept,not furnished,735.45,3678.6,137.44,45.69,4597.18
Sao Paulo,109.0,2,3,2,9,not acept,not furnished,436.22,3183.85,55.62,16.77,3692.46
Porto Alegre,71.1,2,1,2,22,not acept,not furnished,405.87,2176.37,107.01,27.61,2716.86
Salvador,28.4,2,2,2,23,acept,furnished,263.99,2478.75,31.75,19.36,2793.85
Recife,27.5,3,3,0,19,acept,furnished,83.54,1038.75,48.93,13.4,1184.62
Rio de Janeiro,35.7,3,3,0,27,not acept,furnished,111.93,790.6,22.19,6.8,931.52
Rio de Janeiro,135.3,2,3,1,2,not acept,furnished,755.88,5331.04,232.96,29.09,6348.97
Porto Alegre,57.5,1,2,1,25,acept,furnished,228.3,1173.16,27.69,6.01,1435.16
Rio de Janeiro,181.7,3,2,1,18,acept,not furnished,647.07,6255.82,203.06,87.35,7193.3
Fortaleza,60.0,4,5,2,26,acept,not furnished,202.9,1957.37,30.67,28.1,2219.04
Salvador,60.4,3,4,1,15,not acept,not furnished,286.45,2197.78,101.55,18.36,2604.14
Rio de Janeiro,108.1,5,5,2,8,not acept,furnished,484.94,3412.28,75.04,31.42,4003.68
Porto Alegre,86.1,1,1,0,27,acept,not furnished,627.09,3993.78,81.84,57.19,4759.9
Porto Alegre,31.0,2,1,2,26,acept,not furnished,220.56,1911.76,53.2,18.68,2204.2
Sao Paulo,178.7,3,3,2,6,not acept,not furnished,745.17,6665.64,164.11,78.56,7653.48
Fortaleza,29.6,2,3,1,22,not acept,furnished,123.8,684.52,10.62,6.88,825.82
Belo Horizonte,118.1,1,2,3,0,acept,not furnished,511.65,3669.88,40.31,50.15,4271.99
Salvador,64.0,2,2,1,0,not acept,furnished,418.09,2179.98,49.79,31.62,2679.48
Rio de Janeiro,134.6,2,2,3,14,acept,not furnished,862.26,5322.26,206.47,65.39,6456.38
Fortaleza,34.4,2,3,2,0,acept,not furnished,133.14,1521.71,26.72,11.3,1692.87
Rio de Janeiro,34.8,5,4,1,12,acept,furnished,161.4,1737.93,29.37,11.25,1939.95
Sao Paulo,176.9,2,2,0,24,acept,furnished,1165.79,6323.81,197.88,33.55,7721.03
Fortaleza,61.5,1,2,2,27,not acept,not furnished,215.93,2051.02,75.61,24.22,2366.78
Sao Paulo,119.5,1,1,1,6,acept,not furnished,474.95,4741.98,234.6,60.63,5512.16
Rio de Janeiro,82.0,4,3,1,0,acept,furnished,545.79,2926.23,39.02,33.53,3544.57
Recife,60.7,3,2,0,18,acept,not furnished,369.58,1899.81,54.22,11.55,2335.16
Recife,38.2,1,2,1,6,not acept,furnished,275.27,24733.01411849975,84.78,10.85,2110.05
Belo Horizonte,159.3,2,1,1,0,acept,furnished,490.62,5321.91,190.14,59.36,6062.03
Curitiba,72.9,3,3,3,2,not acept,not furnished,224.24,2713.15,97.74,31.36,3066.49
Rio de Janeiro,69.5,2,1,2,28,not acept,not furnished,383.17,2523.17,115.96,18.75,3041.05
Sao Paulo,86.0,5,6,1,26,not acept,not furnished,376.78,4327.09,102.1,38.99,4844.96
Rio de Janeiro,18.0,3,3,1,25,not acept,not furnished,123.33,845.92,27.01,12.12,1008.38
Curitiba,66.8,2,1,2,8,not acept,not furnished,321.46,2507.14,72.03,14.25,2914.88
Porto Alegre,63.4,4,3,1,21,not acept,not furnished,273.27,3256.4,77.11,23.52,3630.3
Porto Alegre,69.3,2,1,1,29,acept,not furnished,264.76,1361.36,61.69,18.02,1705.83
Porto Alegre,78.0,2,3,0,16,acept,not furnished,171.18,2111.45,56.47,25.04,2364.14
Sao Paulo,200.2,2,3,1,8,not acept,not furnished,917.8,105461.91847963848,117.25,77.49,8604.78
Rio de Janeiro,81.7,3,2,0,24,not acept,furnished,584.05,3305.77,53.58,36.07,3979.47
Sao Paulo,18.0,2,2,1,12,acept,not furnished,78.78,400.0,5.83,2.61,487.22
Belo Horizonte,93.5,2,1,2,16,acept,furnished,269.58,3155.89,125.63,36.29,3587.39
Rio de Janeiro,110.5,1,1,0,15,not acept,not furnished,801.34,4128.62,199.99,36.95,5166.9
Fortaleza,58.0,4,4,1,4,not acept,not furnished,137.32,1140.73,22.44,17.07,1317.56
Rio de Janeiro,76.0,2,3,1,0,acept,not furnished,242.99,2454.02,29.42,12.93,2739.36
Sao Paulo,146.2,2,1,1,30,acept,not furnished,732.16,4094.0,61.67,59.35,4947.18
Sao Paulo,132.6,3,4,2,11,not acept,furnished,1074.83,6841.15,270.42,50.24,8236.64
Porto Alegre,39.9,3,2,1,7,not acept,furnished,109.66,1193.1,49.98,9.96,1362.7
Belo Horizonte,49.2,4,4,2,23,not acept,not furnished,314.89,2042.1,48.88,11.44,2417.31
Sao Paulo,164.6,2,3,3,17,not acept,furnished,1235.11,6939.14,71.73,78.8,8324.78
Sao Paulo,126.9,4,5,1,27,acept,not furnished,568.11,3894.42,174.05,41.77,4678.35
Curitiba,86.4,3,4,1,23,acept,furnished,290.64,2399.7,32.72,31.03,2754.09
Sao Paulo,81.2,1,1,1,7,not acept,not furnished,251.63,2381.51,38.41,23.53,2695.08
Salvador,54.6,4,5,2,17,not acept,not furnished,488.99,2875.37,57.14,33.72,3455.22
Curitiba,78.7,3,2,2,14,not acept,not furnished,250.26,1956.66,69.32,28.41,2304.65
Sao Paulo,164.7,3,2,1,29,acept,furnished,1251.64,6960.03,166.9,63.48,8442.05
Sao Paulo,89.9,4,4,2,5,not acept,not furnished,425.41,2477.59,29.28,24.13,2956.41
Recife,49.6,3,4,1,7,not acept,not furnished,434.61,2552.16,103.1,25.64,3115.51
Rio de Janeiro,44.3,1,1,3,28,not acept,not furnished,244.35,1394.13,44.82,14.47,1697.77
Rio de Janeiro,112.4,4,5,2,12,not acept,not furnished,607.83,4144.04,179.06,31.1,4962.03
Salvador,51.8,2,1,2,12,acept,furnished,443.72,2556.67,32.3,18.68,3051.37
Recife,18.0,3,3,0,26,not acept,furnished,88.35,476.38,22.89,4.23,591.85
Recife,44.4,2,1,1,7,not acept,not furnished,202.68,1745.53,24.64,23.78,1996.63
Porto Alegre,18.0,2,1,1,20,not acept,furnished,124.59,1130.47,36.54,14.92,1306.52
Rio de Janeiro,87.3,3,2,1,21,not acept,furnished,372.48,2758.01,84.96,14.96,3230.41
Sao Paulo,196.9,2,2,2,12,acept,furnished,991.24,62117.61098483047,309.46,88.54,8162.97
Porto Alegre,18.0,3,2,2,8,acept,not furnished,108.93,1306.48,42.43,10.38,1468.22
Belo Horizonte,85.5,4,4,2,22,not acept,not furnished,259.32,2546.97,53.86,13.99,2874.14
Rio de Janeiro,68.3,2,2,1,6,acept,not furnished,314.16,3800.25,64.13,33.97,4212.51
Fortaleza,27.8,3,2,1,24,acept,not furnished,146.4,993.18,20.25,5.93,1165.76
Sao Paulo,149.0,3,4,1,11,not acept,not furnished,806.94,4676.99,97.34,34.63,5615.9
Rio de Janeiro,104.2,3,2,2,0,not acept,not furnished,612.14,3416.38,63.08,42.65,4134.25
Sao Paulo,126.6,3,3,2,16,acept,furnished,654.15,4449.62,86.14,24.59,5214.5
Rio de Janeiro,106.2,2,3,1,4,not acept,not furnished,311.66,3669.3,162.48,34.6,4178.04
Sao Paulo,96.4,2,1,1,13,acept,not furnished,500.48,3316.94,148.68,23.22,3989.32
Sao Paulo,138.8,2,1,2,24,acept,not furnished,597.69,4672.26,145.96,43.42,5459.33
Sao Paulo,155.0,2,1,0,4,acept,furnished,926.33,5093.69,237.35,70.19,6327.56
Curitiba,60.3,3,2,3,4,not acept,not furnished,330.36,2565.16,77.44,33.64,3006.6
Porto Alegre,51.3,1,1,2,13,not acept,not furnished,457.19,2751.07,93.52,25.06,3326.84
Belo Horizonte,38.9,5,6,1,13,acept,not furnished,116.47,1126.73,56.07,7.39,1306.66
Recife,34.3,3,2,2,12,not acept,not furnished,395.31,2071.81,51.65,30.24,2549.01
Rio de Janeiro,62.9,2,2,2,20,not acept,not furnished,303.1,2625.77,92.17,25.96,3047.0
Sao Paulo,102.4,1,1,1,6,not acept,not furnished,235.95,2923.98,109.24,18.92,3288.09
Salvador,66.2,3,4,1,6,acept,not furnished,209.2,2329.88,78.8,17.42,2635.3
Sao Paulo,53.5,3,3,2,0,acept,furnished,340.54,3167.11,71.61,42.09,3621.35
Recife,89.6,5,6,2,10,acept,not furnished,271.87,2722.53,127.59,19.43,3141.42
Sao Paulo,86.6,2,2,0,4,not acept,not furnished,260.02,2528.0,115.89,15.02,2918.93
Recife,41.4,1,2,2,17,not acept,furnished,279.86,1871.88,89.97,15.09,2256.8
Sao Paulo,116.1,4,3,1,3,acept,not furnished,627.02,4583.38,115.52,56.99,5382.91
Fortaleza,41.3,2,2,2,27,not acept,not furnished,224.9,1359.37,61.89,12.15,1658.31
Belo Horizonte,60.5,3,3,2,25,acept,not furnished,288.57,1650.49,58.22,11.37,2008.65
Recife,71.9,1,2,1,23,not acept,not furnished,432.5,3045.73,151.82,42.61,3672.66
Sao Paulo,18.0,3,4,1,24,not acept,not furnished,121.34,802.77,21.16,8.25,953.52
Belo Horizonte,42.9,1,2,2,29,not acept,not furnished,340.04,1964.58,20.05,28.62,2353.29
Recife,55.5,3,3,0,8,not acept,not furnished,167.93,1849.66,55.82,26.74,2100.15
Belo Horizonte,18.0,3,4,2,30,acept,not furnished,86.79,657.1,20.73,7.28,771.9
Curitiba,76.9,5,4,1,27,not acept,furnished,403.23,2811.7,80.26,26.82,3322.01
Curitiba,20.4,1,2,1,9,not acept,not furnished,284.4,1874.18,49.17,17.14,2224.89
Rio de Janeiro,137.1,2,1,1,26,not acept,not furnished,566.92,3907.09,73.44,36.37,4583.82
Curitiba,56.7,1,1,1,27,not acept,not furnished,314.76,2577.98,101.12,13.7,3007.56
Belo Horizonte,33.8,4,5,3,0,acept,not furnished,245.04,2140.1,66.95,25.31,2477.4
Fortaleza,68.5,3,2,1,26,acept,furnished,354.21,2665.35,37.78,21.67,3079.01
Sao Paulo,18.0,3,2,1,12,not acept,furnished,65.9,748.99,10.5,6.24,831.63
Sao Paulo,125.7,1,1,2,24,acept,not furnished,632.72,4633.94,190.4,59.53,5516.59
Recife,18.4,3,4,0,1,acept,not furnished,294.09,1501.36,50.19,22.22,1867.86
Fortaleza,44.1,2,3,2,3,acept,not furnished,172.64,1996.58,60.31,12.22,2241.75
Rio de Janeiro,18.0,2,1,0,30,not acept,not furnished,39.34,400.0,7.54,2.85,449.73
Curitiba,86.0,3,3,1,11,not acept,furnished,621.13,3990.79,89.92,23.45,4725.29
Sao Paulo,206.5,1,1,1,24,not acept,not furnished,1142.39,6928.37,295.26,89.4,8455.42
Sao Paulo,123.4,3,4,1,22,acept,not furnished,604.28,4409.76,93.32,53.96,5161.32
Rio de Janeiro,83.2,4,3,2,23,acept,furnished,675.32,3553.98,60.63,40.47,4330.4
Rio de Janeiro,89.1,4,3,3,23,not acept,not furnished,378.5,2746.6,99.87,19.0,3243.97
Belo Horizonte,18.0,3,4,2,28,not acept,furnished,134.63,17349.749402749843,58.98,15.09,1654.43
Sao Paulo,91.7,2,3,1,17,acept,not furnished,244.47,24084.500494530148,30.22,19.55,2072.49
Recife,65.6,3,3,1,11,acept,furnished,358.13,2526.18,50.77,36.63,2971.71
Recife,39.3,1,1,1,28,not acept,not furnished,123.38,7123.660201410055,10.59,11.03,1083.59
Curitiba,66.7,1,1,2,9,not acept,not furnished,414.3,13260.200989017188,24.4,29.84,2651.97
Belo Horizonte,38.1,3,2,2,18,not acept,not furnished,167.9,1221.04,14.89,16.34,1420.17
Rio de Janeiro,58.0,4,4,1,26,acept,not furnished,418.21,2564.25,31.54,32.16,3046.16
Salvador,36.4,1,1,0,28,not acept,furnished,355.02,2517.17,103.51,21.83,2997.53
Curitiba,95.5,1,1,2,29,not acept,furnished,549.83,3288.79,110.22,45.32,3994.16
Sao Paulo,46.9,3,4,1,19,not acept,not furnished,206.3,2216.64,46.11,27.88,2496.93
Fortaleza,46.9,2,1,1,21,acept,furnished,345.19,1784.94,25.99,21.93,2178.05
Salvador,56.8,3,2,1,14,not acept,not furnished,258.55,1685.36,81.03,10.75,2035.69
Recife,74.7,2,1,0,7,acept,not furnished,347.21,2969.35,73.94,42.38,3432.88
Porto Alegre,32.0,1,2,0,0,not acept,furnished,70.93,656.78,6.93,3.3,737.94
Belo Horizonte,111.1,3,3,1,5,not acept,furnished,691.92,4105.7,43.69,33.24,4874.55
Rio de Janeiro,42.3,4,4,1,30,acept,not furnished,175.78,1568.38,29.04,18.46,1791.66
Fortaleza,36.2,3,2,1,24,acept,not furnished,109.37,10617.31753559896,34.51,5.31,966.22
Salvador,18.0,4,3,3,13,not acept,furnished,129.38,840.13,34.99,10.69,1015.19
Sao Paulo,59.5,2,1,1,9,acept,furnished,454.82,2486.27,27.21,16.01,2984.31
Sao Paulo,93.3,4,5,2,0,not acept,not furnished,563.77,3140.58,56.65,15.75,3776.75
Rio de Janeiro,72.7,2,1,1,0,acept,furnished,552.05,3449.19,136.27,18.23,4155.74
Salvador,63.9,4,5,1,22,not acept,not furnished,253.8,2270.16,29.35,16.25,2569.56
Recife,73.1,3,2,2,30,acept,not furnished,98.26,988.26,26.31,10.33,1123.16
Sao Paulo,130.0,2,1,2,6,not acept,not furnished,677.46,4657.57,225.53,26.81,5587.37
Belo Horizonte,133.2,2,1,0,6,acept,not furnished,626.77,3373.68,111.82,29.0,4141.27
Rio de Janeiro,92.1,3,3,1,28,acept,furnished,462.67,3586.59,97.68,24.77,4171.71
Recife,25.3,1,1,1,17,acept,furnished,191.57,1137.33,55.08,15.69,1399.67
Salvador,50.9,4,3,2,3,not acept,not furnished,296.87,1650.7,49.95,12.67,2010.19
Salvador,69.8,2,1,2,0,not acept,furnished,240.93,2160.69,73.62,24.89,2500.13
Rio de Janeiro,77.4,2,1,1,16,acept,not furnished,696.08,3556.46,108.45,43.88,4404.87
Rio de Janeiro,40.3,2,3,2,12,not acept,not furnished,198.23,,71.72,11.43,2073.68
Sao Paulo,115.1,1,2,2,12,acept,not furnished,496.18,3291.97,76.68,20.46,3885.29
Sao Paulo,41.6,3,2,1,29,not acept,furnished,314.61,1964.32,31.59,27.68,2338.2
Salvador,65.9,3,4,0,6,not acept,not furnished,368.06,2514.76,72.62,16.55,2971.99
Salvador,58.5,4,3,0,13,acept,not furnished,331.64,2145.31,84.33,22.55,2583.83
Recife,49.3,1,1,0,4,acept,not furnished,198.55,1884.88,54.03,20.81,2158.27
Recife,31.4,4,5,0,8,acept,not furnished,212.19,2180.29,39.45,17.87,2449.8
Belo Horizonte,56.6,2,3,1,23,acept,furnished,156.4,1910.75,30.55,18.76,2116.46
Porto Alegre,100.0,4,3,3,4,not acept,not furnished,375.54,2453.64,119.84,19.72,2968.74
Recife,70.1,1,1,1,20,not acept,not furnished,270.75,1418.46,66.47,18.82,1774.5
Salvador,63.9,3,2,2,1,not acept,not furnished,211.11,1305.73,29.3,8.52,1554.66
Sao Paulo,132.3,3,2,2,4,acept,not furnished,833.53,35679.37877599295,255.86,42.33,6403.16
Rio de Janeiro,103.6,2,2,2,0,acept,not furnished,526.79,3660.56,127.34,36.85,4351.54
Sao Paulo,136.3,1,2,1,18,acept,not furnished,759.48,4926.05,109.97,39.41,5834.91
Recife,69.6,3,3,1,30,not acept,furnished,304.31,1824.59,40.5,24.85,2194.25
Belo Horizonte,74.0,1,1,1,19,not acept,not furnished,197.38,2011.15,92.52,28.06,2329.11
Sao Paulo,130.3,3,4,2,28,acept,not furnished,569.04,3394.37,84.25,44.32,4091.98
Curitiba,34.1,3,3,1,15,acept,not furnished,159.94,1621.67,21.27,22.47,1825.35
Belo Horizonte,90.3,3,3,1,20,acept,not furnished,400.42,3472.07,137.45,32.3,4042.24
Rio de Janeiro,177.9,5,4,1,28,not acept,not furnished,676.22,5601.61,89.0,58.22,6425.05
Sao Paulo,64.4,2,2,1,0,acept,furnished,489.5,4283.57,161.25,48.59,4982.91
Curitiba,67.2,2,1,1,17,not acept,not furnished,326.03,2280.68,85.99,29.23,2721.93
